Map (num_proc=2): 100%|██████| 10047/10047 [00:03<00:00, 3033.17 examples/s]
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs = 1
   \\   /|    Num examples = 10,047 | Num Epochs = 15
O^O/ \_/ \    Batch size per device = 128 | Gradient Accumulation steps = 2
\        /    Total batch size = 256 | Total steps = 585
 "-____-"     Number of trainable parameters = 24,313,856
[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                       
{'loss': 2.4437, 'grad_norm': 0.26602962613105774, 'learning_rate': 4e-05, 'epoch': 0.03}
{'loss': 1.5877, 'grad_norm': 0.21503783762454987, 'learning_rate': 0.00019985334138511237, 'epoch': 0.38}
{'loss': 1.5888, 'grad_norm': 0.17818237841129303, 'learning_rate': 0.00019982255218742713, 'epoch': 0.41}
{'loss': 1.5783, 'grad_norm': 0.16892991960048676, 'learning_rate': 0.00019978883431348845, 'epoch': 0.43}
{'loss': 1.5473, 'grad_norm': 0.15362972021102905, 'learning_rate': 0.0001997521887525391, 'epoch': 0.46}
{'loss': 1.5424, 'grad_norm': 0.1557919979095459, 'learning_rate': 0.0001997126165797167, 'epoch': 0.48}
{'loss': 1.5602, 'grad_norm': 0.14773498475551605, 'learning_rate': 0.0001996701189560223, 'epoch': 0.51}
{'loss': 1.5512, 'grad_norm': 0.14702020585536957, 'learning_rate': 0.00019962469712828614, 'epoch': 0.53}
{'loss': 1.5491, 'grad_norm': 0.13900604844093323, 'learning_rate': 0.00019957635242913124, 'epoch': 0.56}
{'loss': 1.5278, 'grad_norm': 0.1283837854862213, 'learning_rate': 0.0001995250862769342, 'epoch': 0.58}
{'loss': 1.4998, 'grad_norm': 0.12378259003162384, 'learning_rate': 0.00019947090017578362, 'epoch': 0.61}
{'loss': 1.4963, 'grad_norm': 0.12060152739286423, 'learning_rate': 0.00019941379571543596, 'epoch': 0.63}
{'loss': 1.5063, 'grad_norm': 0.12507125735282898, 'learning_rate': 0.00019935377457126893, 'epoch': 0.66}
{'loss': 1.5042, 'grad_norm': 0.12251520156860352, 'learning_rate': 0.00019929083850423225, 'epoch': 0.68}
{'loss': 1.5174, 'grad_norm': 0.12132615596055984, 'learning_rate': 0.00019922498936079613, 'epoch': 0.71}
{'loss': 1.5049, 'grad_norm': 0.12090345472097397, 'learning_rate': 0.00019915622907289694, 'epoch': 0.73}
{'loss': 1.5188, 'grad_norm': 0.1281750649213791, 'learning_rate': 0.00019908455965788067, 'epoch': 0.76}
{'loss': 1.5076, 'grad_norm': 0.12600044906139374, 'learning_rate': 0.00019900998321844367, 'epoch': 0.78}
{'loss': 1.4577, 'grad_norm': 0.13216401636600494, 'learning_rate': 0.00019893250194257087, 'epoch': 0.81}
{'loss': 1.4827, 'grad_norm': 0.14945819973945618, 'learning_rate': 0.00019885211810347184, 'epoch': 0.84}
{'loss': 1.4947, 'grad_norm': 0.15651336312294006, 'learning_rate': 0.00019876883405951377, 'epoch': 0.86}
{'loss': 1.5039, 'grad_norm': 0.16185970604419708, 'learning_rate': 0.00019868265225415265, 'epoch': 0.89}
{'loss': 1.4806, 'grad_norm': 0.1708011031150818, 'learning_rate': 0.00019859357521586114, 'epoch': 0.91}
{'loss': 1.4685, 'grad_norm': 0.1793411523103714, 'learning_rate': 0.00019850160555805486, 'epoch': 0.94}
{'loss': 1.4535, 'grad_norm': 0.19111108779907227, 'learning_rate': 0.0001984067459790153, 'epoch': 0.96}
{'loss': 1.4802, 'grad_norm': 0.19964967668056488, 'learning_rate': 0.000198308999261811, 'epoch': 0.99}
{'loss': 2.1438, 'grad_norm': 0.3214997351169586, 'learning_rate': 0.0001982083682742156, 'epoch': 1.01}
{'loss': 1.3979, 'grad_norm': 0.15251672267913818, 'learning_rate': 0.00019810485596862392, 'epoch': 1.04}
{'loss': 1.3839, 'grad_norm': 0.10628218948841095, 'learning_rate': 0.00019799846538196523, 'epoch': 1.06}
{'loss': 1.5246, 'grad_norm': 0.10084836930036545, 'learning_rate': 0.00019788919963561422, 'epoch': 1.09}
{'loss': 1.4636, 'grad_norm': 0.08669976890087128, 'learning_rate': 0.00019777706193529928, 'epoch': 1.11}
{'loss': 1.4134, 'grad_norm': 0.08156853914260864, 'learning_rate': 0.00019766205557100868, 'epoch': 1.14}
{'loss': 1.4684, 'grad_norm': 0.09985958784818649, 'learning_rate': 0.00019754418391689383, 'epoch': 1.16}
{'loss': 1.3827, 'grad_norm': 0.09812772274017334, 'learning_rate': 0.00019742345043117045, 'epoch': 1.19}
{'loss': 1.4977, 'grad_norm': 0.08250797539949417, 'learning_rate': 0.0001972998586560169, 'epoch': 1.22}
{'loss': 1.4495, 'grad_norm': 0.09000834822654724, 'learning_rate': 0.00019717341221747056, 'epoch': 1.24}
{'loss': 1.4149, 'grad_norm': 0.08903922885656357, 'learning_rate': 0.00019704411482532116, 'epoch': 1.27}
{'loss': 1.4171, 'grad_norm': 0.08654359728097916, 'learning_rate': 0.00019691197027300205, 'epoch': 1.29}
{'loss': 1.4471, 'grad_norm': 0.08759865909814835, 'learning_rate': 0.00019677698243747899, 'epoch': 1.32}
{'loss': 1.4314, 'grad_norm': 0.08678491413593292, 'learning_rate': 0.00019663915527913625, 'epoch': 1.34}
{'loss': 1.3498, 'grad_norm': 0.08507897704839706, 'learning_rate': 0.00019649849284166052, 'epoch': 1.37}
{'loss': 1.4642, 'grad_norm': 0.0863645002245903, 'learning_rate': 0.0001963549992519223, 'epoch': 1.39}
{'loss': 1.3968, 'grad_norm': 0.08921713382005692, 'learning_rate': 0.00019620867871985467, 'epoch': 1.42}
{'loss': 1.3417, 'grad_norm': 0.08533936738967896, 'learning_rate': 0.00019605953553832988, 'epoch': 1.44}
{'loss': 1.4416, 'grad_norm': 0.0929802656173706, 'learning_rate': 0.0001959075740830335, 'epoch': 1.47}
{'loss': 1.4598, 'grad_norm': 0.09412209689617157, 'learning_rate': 0.00019575279881233577, 'epoch': 1.49}
{'loss': 1.4498, 'grad_norm': 0.07926874607801437, 'learning_rate': 0.00019559521426716118, 'epoch': 1.52}
{'loss': 1.4189, 'grad_norm': 0.09025324136018753, 'learning_rate': 0.00019543482507085482, 'epoch': 1.54}
{'loss': 1.4428, 'grad_norm': 0.09922538697719574, 'learning_rate': 0.00019527163592904706, 'epoch': 1.57}
{'loss': 1.3978, 'grad_norm': 0.09564980119466782, 'learning_rate': 0.00019510565162951537, 'epoch': 1.59}
{'loss': 1.4255, 'grad_norm': 0.09742415696382523, 'learning_rate': 0.0001949368770420438, 'epoch': 1.62}
{'loss': 1.4411, 'grad_norm': 0.08903831988573074, 'learning_rate': 0.00019476531711828027, 'epoch': 1.65}
{'loss': 1.4206, 'grad_norm': 0.09549635648727417, 'learning_rate': 0.00019459097689159105, 'epoch': 1.67}
{'loss': 1.4163, 'grad_norm': 0.09175281226634979, 'learning_rate': 0.00019441386147691335, 'epoch': 1.7}
{'loss': 1.4158, 'grad_norm': 0.09613717347383499, 'learning_rate': 0.00019423397607060507, 'epoch': 1.72}
{'loss': 1.4232, 'grad_norm': 0.09845913201570511, 'learning_rate': 0.0001940513259502924, 'epoch': 1.75}
{'loss': 1.4295, 'grad_norm': 0.09605278074741364, 'learning_rate': 0.00019386591647471506, 'epoch': 1.77}
{'loss': 1.3953, 'grad_norm': 0.09482269734144211, 'learning_rate': 0.0001936777530835689, 'epoch': 1.8}
{'loss': 1.3586, 'grad_norm': 0.10328785330057144, 'learning_rate': 0.00019348684129734652, 'epoch': 1.82}
{'loss': 1.4172, 'grad_norm': 0.10065416991710663, 'learning_rate': 0.0001932931867171751, 'epoch': 1.85}
{'loss': 1.3779, 'grad_norm': 0.10186759382486343, 'learning_rate': 0.00019309679502465223, 'epoch': 1.87}
{'loss': 1.4447, 'grad_norm': 0.10699036717414856, 'learning_rate': 0.00019289767198167916, 'epoch': 1.9}
{'loss': 1.4116, 'grad_norm': 0.11312156915664673, 'learning_rate': 0.0001926958234302917, 'epoch': 1.92}
{'loss': 1.4225, 'grad_norm': 0.10634060204029083, 'learning_rate': 0.0001924912552924889, 'epoch': 1.95}
{'loss': 1.3657, 'grad_norm': 0.10413365066051483, 'learning_rate': 0.0001922839735700593, 'epoch': 1.97}
{'loss': 2.0561, 'grad_norm': 0.21188539266586304, 'learning_rate': 0.00019207398434440478, 'epoch': 2.0}
{'loss': 1.4093, 'grad_norm': 0.11480677127838135, 'learning_rate': 0.0001918612937763622, 'epoch': 2.03}
{'loss': 1.3857, 'grad_norm': 0.12465788424015045, 'learning_rate': 0.00019164590810602262, 'epoch': 2.05}
{'loss': 1.3592, 'grad_norm': 0.10798639804124832, 'learning_rate': 0.00019142783365254823, 'epoch': 2.08}
{'loss': 1.4345, 'grad_norm': 0.11020156741142273, 'learning_rate': 0.000191207076813987, 'epoch': 2.1}
{'loss': 1.3804, 'grad_norm': 0.12762080132961273, 'learning_rate': 0.00019098364406708483, 'epoch': 2.13}
{'loss': 1.4172, 'grad_norm': 0.10271740704774857, 'learning_rate': 0.00019075754196709572, 'epoch': 2.15}
{'loss': 1.402, 'grad_norm': 0.10057481378316879, 'learning_rate': 0.00019052877714758926, 'epoch': 2.18}
{'loss': 1.3551, 'grad_norm': 0.10289677232503891, 'learning_rate': 0.00019029735632025618, 'epoch': 2.2}
{'loss': 1.3839, 'grad_norm': 0.10895761847496033, 'learning_rate': 0.00019006328627471132, 'epoch': 2.23}
{'loss': 1.3592, 'grad_norm': 0.10305657982826233, 'learning_rate': 0.00018982657387829445, 'epoch': 2.25}
{'loss': 1.37, 'grad_norm': 0.11395121365785599, 'learning_rate': 0.0001895872260758688, 'epoch': 2.28}
{'loss': 1.3937, 'grad_norm': 0.0978662297129631, 'learning_rate': 0.00018934524988961738, 'epoch': 2.3}
{'loss': 1.4008, 'grad_norm': 0.10727007687091827, 'learning_rate': 0.0001891006524188368, 'epoch': 2.33}
{'loss': 1.4069, 'grad_norm': 0.11519446969032288, 'learning_rate': 0.00018885344083972914, 'epoch': 2.35}
{'loss': 1.4069, 'grad_norm': 0.10776796191930771, 'learning_rate': 0.0001886036224051913, 'epoch': 2.38}
{'loss': 1.3878, 'grad_norm': 0.10604624450206757, 'learning_rate': 0.0001883512044446023, 'epoch': 2.41}
{'loss': 1.4104, 'grad_norm': 0.11132649332284927, 'learning_rate': 0.00018809619436360814, 'epoch': 2.43}
{'loss': 1.4105, 'grad_norm': 0.10453304648399353, 'learning_rate': 0.00018783859964390464, 'epoch': 2.46}
{'loss': 1.4153, 'grad_norm': 0.10436536371707916, 'learning_rate': 0.00018757842784301784, 'epoch': 2.48}
{'loss': 1.4047, 'grad_norm': 0.10594917833805084, 'learning_rate': 0.0001873156865940823, 'epoch': 2.51}
{'loss': 1.3877, 'grad_norm': 0.1053624302148819, 'learning_rate': 0.0001870503836056172, 'epoch': 2.53}
{'loss': 1.3993, 'grad_norm': 0.11379498243331909, 'learning_rate': 0.00018678252666130013, 'epoch': 2.56}
{'loss': 1.35, 'grad_norm': 0.1102176234126091, 'learning_rate': 0.00018651212361973877, 'epoch': 2.58}
{'loss': 1.3997, 'grad_norm': 0.11216908693313599, 'learning_rate': 0.0001862391824142402, 'epoch': 2.61}
{'loss': 1.3547, 'grad_norm': 0.10733698308467865, 'learning_rate': 0.00018596371105257834, 'epoch': 2.63}
{'loss': 1.3517, 'grad_norm': 0.12075178325176239, 'learning_rate': 0.00018568571761675893, 'epoch': 2.66}
{'loss': 1.3641, 'grad_norm': 0.11579733341932297, 'learning_rate': 0.00018540521026278231, 'epoch': 2.68}
{'loss': 1.3776, 'grad_norm': 0.11931162327528, 'learning_rate': 0.00018512219722040425, 'epoch': 2.71}
{'loss': 1.3602, 'grad_norm': 0.11072929948568344, 'learning_rate': 0.00018483668679289452, 'epoch': 2.73}
{'loss': 1.4129, 'grad_norm': 0.10876640677452087, 'learning_rate': 0.0001845486873567932, 'epoch': 2.76}
{'loss': 1.3651, 'grad_norm': 0.13010606169700623, 'learning_rate': 0.0001842582073616649, 'epoch': 2.78}
{'loss': 1.3553, 'grad_norm': 0.12275707721710205, 'learning_rate': 0.00018396525532985108, 'epoch': 2.81}
{'loss': 1.3547, 'grad_norm': 0.11363029479980469, 'learning_rate': 0.00018366983985621958, 'epoch': 2.84}
{'loss': 1.3531, 'grad_norm': 0.14441604912281036, 'learning_rate': 0.00018337196960791302, 'epoch': 2.86}
{'loss': 1.3645, 'grad_norm': 0.1163824275135994, 'learning_rate': 0.00018307165332409403, 'epoch': 2.89}
{'loss': 1.3555, 'grad_norm': 0.1267654299736023, 'learning_rate': 0.00018276889981568906, 'epoch': 2.91}
{'loss': 1.3794, 'grad_norm': 0.11613480746746063, 'learning_rate': 0.00018246371796512993, 'epoch': 2.94}
{'loss': 1.3519, 'grad_norm': 0.12642161548137665, 'learning_rate': 0.00018215611672609317, 'epoch': 2.96}
{'loss': 1.3544, 'grad_norm': 0.11732523143291473, 'learning_rate': 0.00018184610512323718, 'epoch': 2.99}
{'loss': 2.0741, 'grad_norm': 0.2385684847831726, 'learning_rate': 0.00018153369225193782, 'epoch': 3.01}
{'loss': 1.3384, 'grad_norm': 0.12026961147785187, 'learning_rate': 0.00018121888727802113, 'epoch': 3.04}
{'loss': 1.4095, 'grad_norm': 0.13814270496368408, 'learning_rate': 0.00018090169943749476, 'epoch': 3.06}
{'loss': 1.3003, 'grad_norm': 0.11941166967153549, 'learning_rate': 0.00018058213803627679, 'epoch': 3.09}
{'loss': 1.3704, 'grad_norm': 0.15165379643440247, 'learning_rate': 0.00018026021244992287, 'epoch': 3.11}
{'loss': 1.3824, 'grad_norm': 0.14604200422763824, 'learning_rate': 0.00017993593212335096, 'epoch': 3.14}
{'loss': 1.3564, 'grad_norm': 0.13083387911319733, 'learning_rate': 0.00017960930657056438, 'epoch': 3.16}
{'loss': 1.3403, 'grad_norm': 0.12928035855293274, 'learning_rate': 0.0001792803453743726, 'epoch': 3.19}
{'loss': 1.3958, 'grad_norm': 0.12559188902378082, 'learning_rate': 0.0001789490581861102, 'epoch': 3.22}
{'loss': 1.356, 'grad_norm': 0.12112367153167725, 'learning_rate': 0.00017861545472535348, 'epoch': 3.24}
{'loss': 1.3492, 'grad_norm': 0.12676726281642914, 'learning_rate': 0.00017827954477963557, 'epoch': 3.27}
{'loss': 1.3719, 'grad_norm': 0.12237679958343506, 'learning_rate': 0.00017794133820415916, 'epoch': 3.29}
{'loss': 1.3272, 'grad_norm': 0.12984058260917664, 'learning_rate': 0.0001776008449215073, 'epoch': 3.32}
{'loss': 1.3495, 'grad_norm': 0.13197669386863708, 'learning_rate': 0.00017725807492135237, 'epoch': 3.34}
{'loss': 1.3549, 'grad_norm': 0.1172303631901741, 'learning_rate': 0.0001769130382601629, 'epoch': 3.37}
{'loss': 1.3484, 'grad_norm': 0.1331516057252884, 'learning_rate': 0.0001765657450609087, 'epoch': 3.39}
{'loss': 1.3029, 'grad_norm': 0.13356158137321472, 'learning_rate': 0.00017621620551276366, 'epoch': 3.42}
{'loss': 1.363, 'grad_norm': 0.1283286213874817, 'learning_rate': 0.00017586442987080694, 'epoch': 3.44}
{'loss': 1.3499, 'grad_norm': 0.12952820956707, 'learning_rate': 0.00017551042845572208, 'epoch': 3.47}
{'loss': 1.3511, 'grad_norm': 0.1312939077615738, 'learning_rate': 0.00017515421165349414, 'epoch': 3.49}
{'loss': 1.3784, 'grad_norm': 0.12664465606212616, 'learning_rate': 0.00017479578991510506, 'epoch': 3.52}
{'loss': 1.3941, 'grad_norm': 0.13385020196437836, 'learning_rate': 0.00017443517375622704, 'epoch': 3.54}
{'loss': 1.3239, 'grad_norm': 0.12801823019981384, 'learning_rate': 0.00017407237375691392, 'epoch': 3.57}
{'loss': 1.3735, 'grad_norm': 0.13020430505275726, 'learning_rate': 0.00017370740056129092, 'epoch': 3.59}
{'loss': 1.3443, 'grad_norm': 0.13457933068275452, 'learning_rate': 0.00017334026487724225, 'epoch': 3.62}
{'loss': 1.3447, 'grad_norm': 0.13557091355323792, 'learning_rate': 0.000172970977476097, 'epoch': 3.65}
{'loss': 1.3306, 'grad_norm': 0.14563743770122528, 'learning_rate': 0.0001725995491923131, 'epoch': 3.67}
{'loss': 1.3692, 'grad_norm': 0.13638527691364288, 'learning_rate': 0.00017222599092315947, 'epoch': 3.7}
{'loss': 1.3247, 'grad_norm': 0.13015116751194, 'learning_rate': 0.00017185031362839626, 'epoch': 3.72}
{'loss': 1.3321, 'grad_norm': 0.13793304562568665, 'learning_rate': 0.00017147252832995337, 'epoch': 3.75}
{'loss': 1.3255, 'grad_norm': 0.1287839710712433, 'learning_rate': 0.00017109264611160708, 'epoch': 3.77}
{'loss': 1.3923, 'grad_norm': 0.12735921144485474, 'learning_rate': 0.00017071067811865476, 'epoch': 3.8}
{'loss': 1.2888, 'grad_norm': 0.13998326659202576, 'learning_rate': 0.000170326635557588, 'epoch': 3.82}
{'loss': 1.381, 'grad_norm': 0.13815580308437347, 'learning_rate': 0.00016994052969576378, 'epoch': 3.85}
{'loss': 1.3362, 'grad_norm': 0.11962811648845673, 'learning_rate': 0.00016955237186107387, 'epoch': 3.87}
{'loss': 1.3487, 'grad_norm': 0.12996211647987366, 'learning_rate': 0.0001691621734416125, 'epoch': 3.9}
{'loss': 1.3519, 'grad_norm': 0.13738217949867249, 'learning_rate': 0.00016876994588534234, 'epoch': 3.92}
{'loss': 1.3897, 'grad_norm': 0.13458411395549774, 'learning_rate': 0.00016837570069975843, 'epoch': 3.95}
{'loss': 1.3502, 'grad_norm': 0.15159952640533447, 'learning_rate': 0.0001679794494515508, 'epoch': 3.97}
{'loss': 2.008, 'grad_norm': 0.27571725845336914, 'learning_rate': 0.00016758120376626488, 'epoch': 4.0}
{'loss': 1.3129, 'grad_norm': 0.15170477330684662, 'learning_rate': 0.00016718097532796063, 'epoch': 4.03}
{'loss': 1.3424, 'grad_norm': 0.1825459599494934, 'learning_rate': 0.00016677877587886956, 'epoch': 4.05}
{'loss': 1.3222, 'grad_norm': 0.14839386940002441, 'learning_rate': 0.00016637461721905045, 'epoch': 4.08}
{'loss': 1.341, 'grad_norm': 0.16078691184520721, 'learning_rate': 0.00016596851120604292, 'epoch': 4.1}
{'loss': 1.3174, 'grad_norm': 0.1699637770652771, 'learning_rate': 0.00016556046975451963, 'epoch': 4.13}
{'loss': 1.327, 'grad_norm': 0.1664084494113922, 'learning_rate': 0.00016515050483593676, 'epoch': 4.15}
{'loss': 1.321, 'grad_norm': 0.1506262570619583, 'learning_rate': 0.00016473862847818277, 'epoch': 4.18}
{'loss': 1.3406, 'grad_norm': 0.15349535644054413, 'learning_rate': 0.00016432485276522552, 'epoch': 4.2}
{'loss': 1.3439, 'grad_norm': 0.15097640454769135, 'learning_rate': 0.0001639091898367576, 'epoch': 4.23}
{'loss': 1.3181, 'grad_norm': 0.14932088553905487, 'learning_rate': 0.0001634916518878404, 'epoch': 4.25}
{'loss': 1.3376, 'grad_norm': 0.1577882468700409, 'learning_rate': 0.00016307225116854622, 'epoch': 4.28}
{'loss': 1.3467, 'grad_norm': 0.14600713551044464, 'learning_rate': 0.00016265099998359866, 'epoch': 4.3}
{'loss': 1.3406, 'grad_norm': 0.14726901054382324, 'learning_rate': 0.00016222791069201207, 'epoch': 4.33}
{'loss': 1.3184, 'grad_norm': 0.14686714112758636, 'learning_rate': 0.0001618029957067285, 'epoch': 4.35}
{'loss': 1.3285, 'grad_norm': 0.14870397746562958, 'learning_rate': 0.00016137626749425377, 'epoch': 4.38}
{'loss': 1.3133, 'grad_norm': 0.14418578147888184, 'learning_rate': 0.00016094773857429164, 'epoch': 4.41}
{'loss': 1.3375, 'grad_norm': 0.14200259745121002, 'learning_rate': 0.00016051742151937655, 'epoch': 4.43}
{'loss': 1.3041, 'grad_norm': 0.138494610786438, 'learning_rate': 0.0001600853289545046, 'epoch': 4.46}
{'loss': 1.3097, 'grad_norm': 0.13363920152187347, 'learning_rate': 0.00015965147355676343, 'epoch': 4.48}
{'loss': 1.3361, 'grad_norm': 0.1341182440519333, 'learning_rate': 0.00015921586805496004, 'epoch': 4.51}
{'loss': 1.3281, 'grad_norm': 0.13771015405654907, 'learning_rate': 0.00015877852522924732, 'epoch': 4.53}
{'loss': 1.3494, 'grad_norm': 0.14509521424770355, 'learning_rate': 0.00015833945791074943, 'epoch': 4.56}
{'loss': 1.3351, 'grad_norm': 0.13580293953418732, 'learning_rate': 0.0001578986789811849, 'epoch': 4.58}
{'loss': 1.3557, 'grad_norm': 0.13311338424682617, 'learning_rate': 0.00015745620137248901, 'epoch': 4.61}
{'loss': 1.3265, 'grad_norm': 0.14836254715919495, 'learning_rate': 0.00015701203806643433, 'epoch': 4.63}
{'loss': 1.3239, 'grad_norm': 0.1448514312505722, 'learning_rate': 0.00015656620209424977, 'epoch': 4.66}
{'loss': 1.3175, 'grad_norm': 0.1514282375574112, 'learning_rate': 0.00015611870653623825, 'epoch': 4.68}
{'loss': 1.3364, 'grad_norm': 0.14305686950683594, 'learning_rate': 0.00015566956452139303, 'epoch': 4.71}
{'loss': 1.339, 'grad_norm': 0.15558677911758423, 'learning_rate': 0.00015521878922701246, 'epoch': 4.73}
{'loss': 1.3671, 'grad_norm': 0.13898849487304688, 'learning_rate': 0.00015476639387831343, 'epoch': 4.76}
{'loss': 1.3391, 'grad_norm': 0.14812606573104858, 'learning_rate': 0.00015431239174804328, 'epoch': 4.78}
{'loss': 1.3264, 'grad_norm': 0.14890433847904205, 'learning_rate': 0.00015385679615609042, 'epoch': 4.81}
{'loss': 1.278, 'grad_norm': 0.1514802724123001, 'learning_rate': 0.00015339962046909364, 'epoch': 4.84}
{'loss': 1.3014, 'grad_norm': 0.16013099253177643, 'learning_rate': 0.00015294087810004969, 'epoch': 4.86}
{'loss': 1.3067, 'grad_norm': 0.1438606232404709, 'learning_rate': 0.00015248058250792008, 'epoch': 4.89}
{'loss': 1.3113, 'grad_norm': 0.15005706250667572, 'learning_rate': 0.000152018747197236, 'epoch': 4.91}
{'loss': 1.3315, 'grad_norm': 0.15729296207427979, 'learning_rate': 0.00015155538571770218, 'epoch': 4.94}
{'loss': 1.2867, 'grad_norm': 0.14479456841945648, 'learning_rate': 0.00015109051166379937, 'epoch': 4.96}
{'loss': 1.3478, 'grad_norm': 0.1497446596622467, 'learning_rate': 0.0001506241386743854, 'epoch': 4.99}
{'loss': 1.9957, 'grad_norm': 0.29349541664123535, 'learning_rate': 0.00015015628043229523, 'epoch': 5.01}
{'loss': 1.3672, 'grad_norm': 0.14297576248645782, 'learning_rate': 0.00014968695066393923, 'epoch': 5.04}
{'loss': 1.2748, 'grad_norm': 0.18799978494644165, 'learning_rate': 0.00014921616313890072, 'epoch': 5.06}
{'loss': 1.3336, 'grad_norm': 0.1675930917263031, 'learning_rate': 0.00014874393166953192, 'epoch': 5.09}
{'loss': 1.3652, 'grad_norm': 0.16778777539730072, 'learning_rate': 0.00014827027011054858, 'epoch': 5.11}
{'loss': 1.2936, 'grad_norm': 0.18106438219547272, 'learning_rate': 0.00014779519235862365, 'epoch': 5.14}
{'loss': 1.2981, 'grad_norm': 0.1615896075963974, 'learning_rate': 0.0001473187123519795, 'epoch': 5.16}
{'loss': 1.2924, 'grad_norm': 0.15638485550880432, 'learning_rate': 0.00014684084406997903, 'epoch': 5.19}
{'loss': 1.2771, 'grad_norm': 0.1618151068687439, 'learning_rate': 0.00014636160153271545, 'epoch': 5.22}
{'loss': 1.3544, 'grad_norm': 0.1677788943052292, 'learning_rate': 0.0001458809988006011, 'epoch': 5.24}
{'loss': 1.2569, 'grad_norm': 0.1443030685186386, 'learning_rate': 0.00014539904997395468, 'epoch': 5.27}
{'loss': 1.2765, 'grad_norm': 0.15555545687675476, 'learning_rate': 0.00014491576919258792, 'epoch': 5.29}
{'loss': 1.3092, 'grad_norm': 0.1613716185092926, 'learning_rate': 0.00014443117063539038, 'epoch': 5.32}
{'loss': 1.3512, 'grad_norm': 0.1505839079618454, 'learning_rate': 0.00014394526851991364, 'epoch': 5.34}
{'loss': 1.2774, 'grad_norm': 0.16003818809986115, 'learning_rate': 0.00014345807710195422, 'epoch': 5.37}
{'loss': 1.308, 'grad_norm': 0.1659088283777237, 'learning_rate': 0.0001429696106751352, 'epoch': 5.39}
{'loss': 1.3291, 'grad_norm': 0.16000431776046753, 'learning_rate': 0.0001424798835704869, 'epoch': 5.42}
{'loss': 1.286, 'grad_norm': 0.15915532410144806, 'learning_rate': 0.00014198891015602646, 'epoch': 5.44}
{'loss': 1.2677, 'grad_norm': 0.1688954085111618, 'learning_rate': 0.00014149670483633634, 'epoch': 5.47}
{'loss': 1.3538, 'grad_norm': 0.1529180109500885, 'learning_rate': 0.0001410032820521416, 'epoch': 5.49}
{'loss': 1.2784, 'grad_norm': 0.14935794472694397, 'learning_rate': 0.0001405086562798863, 'epoch': 5.52}
{'loss': 1.2755, 'grad_norm': 0.1557399332523346, 'learning_rate': 0.00014001284203130868, 'epoch': 5.54}
{'loss': 1.2945, 'grad_norm': 0.17258553206920624, 'learning_rate': 0.00013951585385301555, 'epoch': 5.57}
{'loss': 1.2893, 'grad_norm': 0.14515316486358643, 'learning_rate': 0.00013901770632605547, 'epoch': 5.59}
{'loss': 1.2787, 'grad_norm': 0.1665787398815155, 'learning_rate': 0.00013851841406549082, 'epoch': 5.62}
{'loss': 1.3357, 'grad_norm': 0.16705188155174255, 'learning_rate': 0.0001380179917199692, 'epoch': 5.65}
